Time,Date,Latitude,Longitude,Total PDCP DL Throughput,Total PDCP UL Throughput,PDSCH Phy Throughput (kbps),PUSCH Phy Throughput (kbps),PDSCH Resource Blocks Allocated (Allocated Subframes Only),PDSCH Resource Block Allocation (%),PUSCH Resource Blocks Allocated (Allocated Subframes Only),Number of PUSCH Resource Blocks,Number of PDSCH Resource Blocks,PDCP Throughput DL (kbps),PDCP Throughput UL (kbps),PHY Layer Throughput PDSCH (kbps),PHY Layer Throughput PUSCH (kbps),RLC Throughput DL (kbps)(LTE Throughputs from Data Collector),RLC Throughput UL (kbps)(LTE Throughputs from Data Collector)
4345.0,2022-03-21,7.2854585,5.1722225,0.779999971,2.160000086,0.839999974,141.3899994,7.800000191,0.200000003,2.099999905,0.300000012,0.200000003,0.779999971,1.769999981,4.0,146.1900024,1.0,1.590000033
4347.0,2022-03-21,7.2854505,5.1723085,0.159999996,1.950000048,2.50999999,36.54000092,9.0,2.329999924,3.400000095,0.200000003,2.299999952,0.319999993,1.970000029,1.289999962,92.12000275,0.159999996,1.610000014
4349.0,2022-03-21,7.2854415,5.1724365,2.25,1.080000043,2.279999971,189.1799927,8.399999619,0.07,3.900000095,0.200000003,0.100000001,1.799999952,1.039999962,9.25,171.8399963,1.860000014,3.24000001
4351.0,2022-03-21,7.28543,5.172584,0.0,1.179999948,1.700000048,33.50999832,12.0,12.0,2.599999905,0.0,12.0,0.0,1.309999943,8.340000153,137.0299988,0.319999993,0.400000006
4353.0,2022-03-21,7.2854245,5.1726995,0.709999979,0.119999997,0.270000011,75.55000305,6.599999905,0.209999993,2.200000048,0.300000012,0.200000003,0.419999987,0.079999998,10.05000019,148.6100006,0.670000017,0.699999988
4355.0,2022-03-21,7.2854215,5.1728,1.50999999,0.100000001,3.789999962,53.95999908,7.599999905,0.02,2.099999905,0.0,0.0,6.050000191,1.450000048,6.579999924,103.5699997,2.170000076,2.140000105
4359.0,2022-03-21,7.285388,5.173095,0.779999971,2.799999952,2.599999905,142.6199951,4.199999809,0.109999999,2.0,0.300000012,0.100000001,0.779999971,1.679999948,6.789999962,144.0200043,1.350000024,2.380000114
4401.0,2022-03-21,7.285365,5.173306,0.779999971,1.799999952,1.460000038,150.4199982,5.0,0.170000002,2.0,0.300000012,0.200000003,0.779999971,1.799999952,3.329999924,156.9799957,0.680000007,2.230000019
4403.0,2022-03-21,7.285339,5.1735245,0.779999971,1.190000057,2.75999999,144.3899994,4.699999809,0.180000007,2.099999905,0.400000006,0.200000003,0.779999971,1.289999962,7.050000191,145.6399994,0.980000019,0.899999976
4405.0,2022-03-21,7.285316,5.1737375,1.440000057,1.600000024,3.210000038,39.27999878,6.400000095,0.029999999,4.300000191,0.100000001,0.0,1.919999957,1.5,2.549999952,64.06999969,1.570000052,2.549999952
4407.0,2022-03-21,7.285291,5.173969,1.720000029,0.980000019,3.359999895,115.9800034,5.900000095,0.029999999,2.099999905,0.100000001,0.0,1.720000029,1.210000038,6.730000019,141.6900024,1.330000043,1.110000014
4409.0,2022-03-21,7.2852635,5.174219,0.910000026,2.829999924,4.360000134,131.4700012,4.900000095,0.170000002,2.700000048,0.300000012,0.200000003,0.779999971,2.799999952,4.260000229,144.7299957,1.409999967,2.829999924
4411.0,2022-03-21,7.285235,5.1744835,1.799999952,3.650000095,3.700000048,94.84999847,7.5,0.07,2.099999905,0.100000001,0.100000001,2.309999943,3.599999905,8.090000153,131.25,2.0,4.449999809
4413.0,2022-03-21,7.2852085,5.1747655,1.24000001,1.919999957,3.0,10.11999989,8.0,0.029999999,3.200000048,0.0,0.0,1.649999976,1.5,3.930000067,17.23999977,2.0,1.870000005
4415.0,2022-03-21,7.2851835,5.1750485,1.440000057,0.779999971,3.25,43.97999954,5.800000191,0.01,3.099999905,0.200000003,0.0,1.440000057,1.580000043,4.559999943,100.5599976,0.819999993,1.139999986
4417.0,2022-03-21,7.2851545,5.175324,0.779999971,1.419999957,1.50999999,146.6900024,4.199999809,0.07,2.900000095,0.5,0.100000001,0.779999971,1.190000057,11.64999962,151.3699951,1.389999986,2.029999971
4419.0,2022-03-21,7.285125,5.1755965,1.070000052,2.400000095,2.450000048,151.5299988,9.5,0.400000006,3.5,0.600000024,0.400000006,1.419999957,2.089999914,6.170000076,150.0599976,1.190000057,1.919999957
4421.0,2022-03-21,7.285099,5.175858,0.779999971,2.200000048,5.199999809,141.6199951,4.400000095,0.100000001,2.700000048,0.5,0.100000001,1.049999952,2.400000095,4.71999979,144.0899963,1.299999952,2.720000029
4423.0,2022-03-21,7.2850735,5.1761225,1.440000057,2.220000029,2.00999999,40.68000031,6.300000191,0.109999999,2.299999952,0.100000001,0.100000001,1.389999986,1.970000029,14.35000038,87.19999695,2.74000001,2.650000095
4425.0,2022-03-21,7.285046,5.1763945,0.779999971,1.100000024,1.460000038,3.869999886,5.400000095,0.170000002,3.0,0.0,0.200000003,0.779999971,1.100000024,3.279999971,9.890000343,0.649999976,1.5
4427.0,2022-03-21,7.28502,5.176668,0.779999971,1.289999962,1.659999967,3.799999952,4.0,0.50999999,3.0,0.0,0.5,0.779999971,1.289999962,1.940000057,13.07999992,0.99000001,0.839999974
4429.0,2022-03-21,7.2849915,5.176961,0.389999986,1.450000048,4.210000038,3.160000086,3.900000095,0.219999999,3.0,0.0,0.200000003,0.519999981,1.450000048,19.21999931,5.900000095,0.639999986,1.5
4431.0,2022-03-21,7.2849625,5.177263,1.460000038,2.049999952,1.919999957,7.650000095,4.599999905,0.090000004,2.900000095,0.0,0.100000001,1.460000038,2.309999943,5.059999943,23.69000053,1.25,2.160000086
4435.0,2022-03-21,7.2849,5.177875,0.779999971,1.360000014,2.599999905,7.730000019,4.199999809,0.100000001,3.0,0.0,0.100000001,1.049999952,1.360000014,4.150000095,14.61999989,0.99000001,2.410000086
4437.0,2022-03-21,7.284866,5.1782135,0.779999971,1.090000033,1.5,5.340000153,4.0,0.569999993,3.0,0.0,0.600000024,0.779999971,1.090000033,3.339999914,11.78999996,0.670000017,1.159999967
4439.0,2022-03-21,7.284828,5.1785715,0.779999971,1.080000043,2.50999999,4.289999962,4.5,0.639999986,3.0,0.0,0.600000024,0.779999971,1.080000043,1.419999957,4.190000057,0.660000026,0.810000002
4441.0,2022-03-21,7.28479,5.1789425,1.059999943,2.089999914,4.059999943,4.769999981,3.900000095,0.140000001,2.900000095,0.0,0.100000001,1.059999943,2.089999914,14.71000004,15.26000023,1.24000001,1.889999986
4443.0,2022-03-21,7.284751,5.17931,0.779999971,2.109999895,4.239999771,8.079999924,4.400000095,0.270000011,3.0,0.0,0.300000012,0.779999971,2.390000105,11.48999977,15.5,0.670000017,2.99000001
4445.0,2022-03-21,7.284716,5.1796695,0.779999971,1.730000019,1.399999976,6.739999771,5.300000191,0.74000001,3.900000095,0.0,0.699999988,0.779999971,2.0,1.600000024,14.89000034,1.00999999,1.99000001
4451.0,2022-03-21,7.2846175,5.180654,1.059999943,2.049999952,1.799999952,7.510000229,6.300000191,0.389999986,5.300000191,0.0,0.400000006,1.059999943,1.320000052,14.21000004,6.690000057,1.279999971,1.629999995
4453.0,2022-03-21,7.2845895,5.1809495,1.659999967,2.359999895,3.549999952,7.960000038,11.19999981,0.129999995,3.0,0.400000006,0.100000001,1.700000048,3.180000067,26.93000031,12.68000031,1.789999962,3.180000067
4455.0,2022-03-21,7.28456,5.1812415,0.99000001,1.5,2.390000105,12.22999954,8.199999809,0.039999999,4.0,0.100000001,0.0,1.049999952,2.029999971,6.829999924,16.63999939,1.320000052,6.760000229
4457.0,2022-03-21,7.2845315,5.1815375,0.930000007,0.370000005,3.519999981,32.45999908,9.399999619,0.039999999,2.200000048,0.0,0.0,1.279999971,0.370000005,5.940000057,52.20000076,1.00999999,0.349999994
4459.0,2022-03-21,7.2845035,5.181839,0.300000012,0.379999995,0.779999971,11.77000046,7.599999905,0.340000004,2.0,0.100000001,0.300000012,0.400000006,0.460000008,12.47000027,4.75,0.479999989,0.280000001
4501.0,2022-03-21,7.284468,5.1821475,0.0,0.090000004,2.630000114,12.47999954,6.699999809,0.430000007,2.599999905,0.100000001,0.400000006,0.0,0.159999996,0.310000002,17.43000031,0.379999995,0.209999993
5401.0,2022-03-21,7.277034,5.2303275,0.779999971,2.109999895,3.920000076,122.2699966,3.799999952,0.07,2.200000048,0.300000012,0.100000001,0.779999971,2.109999895,6.360000134,127.5199966,0.680000007,1.220000029
5403.0,2022-03-21,7.2769725,5.23058,0.389999986,1.360000014,2.279999971,121.4400024,4.699999809,0.090000004,2.200000048,0.300000012,0.100000001,0.519999981,1.679999948,2.450000048,126.7200012,0.670000017,2.130000114
5405.0,2022-03-21,7.2769205,5.230837,0.779999971,1.039999962,3.079999924,123.3899994,4.800000191,1.0,2.200000048,0.300000012,1.0,0.779999971,1.25,4.860000134,127.3099976,0.980000019,1.519999981
5407.0,2022-03-21,7.276876,5.231098,0.779999971,1.039999962,3.019999981,122.3399963,3.799999952,0.209999993,2.200000048,0.300000012,0.200000003,0.779999971,1.039999962,1.919999957,127.25,0.649999976,0.75
5409.0,2022-03-21,7.276835,5.2313535,1.460000038,1.769999981,3.549999952,114.2399979,4.0,0.100000001,2.200000048,0.300000012,0.100000001,1.460000038,1.769999981,7.849999905,122.2399979,1.799999952,2.119999886
5411.0,2022-03-21,7.2767975,5.2316045,0.779999971,2.430000067,2.150000095,121.6900024,3.900000095,0.079999998,2.200000048,0.300000012,0.100000001,0.779999971,2.430000067,5.940000057,127.9700012,0.680000007,2.369999886
5413.0,2022-03-21,7.2767625,5.2318515,0.389999986,1.679999948,2.660000086,123.6100006,4.0,0.109999999,2.200000048,0.300000012,0.100000001,0.519999981,1.549999952,2.109999895,126.3499985,0.680000007,1.679999948
5415.0,2022-03-21,7.2767335,5.232095,0.779999971,1.039999962,1.470000029,121.5299988,3.700000048,0.310000002,2.200000048,0.300000012,0.300000012,0.779999971,1.039999962,1.519999981,127.8499985,1.279999971,1.519999981
5417.0,2022-03-21,7.2767085,5.2323325,0.779999971,1.039999962,1.620000005,121.2399979,3.700000048,0.479999989,2.200000048,0.300000012,0.5,0.779999971,1.039999962,1.75999999,126.5599976,0.649999976,0.75
5421.0,2022-03-21,7.276665,5.2327995,1.460000038,2.930000067,2.200000048,123.0299988,6.400000095,0.140000001,2.200000048,0.300000012,0.100000001,1.460000038,2.930000067,13.81999969,128.8500061,1.230000019,2.579999924
5423.0,2022-03-21,7.2766485,5.2330265,0.779999971,2.109999895,4.420000076,121.6999969,10.89999962,0.400000006,2.200000048,0.300000012,0.400000006,0.779999971,1.700000048,18.47999954,126.5800018,1.0,1.75999999
5425.0,2022-03-21,7.27664,5.2332545,0.779999971,1.360000014,3.059999943,119.8600006,3.900000095,0.769999981,2.200000048,0.300000012,0.800000012,0.779999971,1.75999999,2.910000086,125.1299973,0.670000017,2.430000067
5427.0,2022-03-21,7.276636,5.2334825,0.389999986,1.320000052,2.029999971,121.6999969,4.5,0.430000007,2.200000048,0.300000012,0.400000006,0.519999981,1.320000052,3.99000001,127.6100006,0.649999976,1.340000033
5429.0,2022-03-21,7.276631,5.233701,0.779999971,1.039999962,7.639999866,121.9199982,3.700000048,0.519999981,2.200000048,0.300000012,0.5,0.779999971,1.039999962,1.149999976,127.7300034,1.320000052,0.75999999
5431.0,2022-03-21,7.27662775,5.2339225,1.460000038,2.369999886,4.21999979,119.4499969,3.799999952,0.090000004,2.200000048,0.300000012,0.100000001,1.460000038,2.369999886,30.12999916,125.4199982,1.210000038,0.75
5433.0,2022-03-21,7.276631,5.234154,0.779999971,2.109999895,7.150000095,121.5800018,4.199999809,0.079999998,2.200000048,0.300000012,0.100000001,0.779999971,2.109999895,9.390000343,127.3000031,0.689999998,2.859999895
5435.0,2022-03-21,7.2766365,5.234393,0.779999971,1.730000019,4.0,122.4599991,3.799999952,0.100000001,2.200000048,0.300000012,0.100000001,0.779999971,1.730000019,7.159999847,127.6900024,0.670000017,1.99000001
5437.0,2022-03-21,7.2766455,5.234635,0.779999971,1.080000043,2.74000001,123.0999985,4.400000095,0.109999999,2.200000048,0.300000012,0.100000001,0.779999971,0.74000001,6.630000114,128.3000031,0.99000001,1.440000057
5439.0,2022-03-21,7.2766535,5.234886,0.389999986,1.039999962,1.789999962,120.6699982,4.0,0.469999999,2.200000048,0.300000012,0.5,0.519999981,1.039999962,3.130000114,127.1500015,0.649999976,0.75999999
5443.0,2022-03-21,7.2766635,5.235408,1.940000057,2.480000019,3.849999905,57.11000061,5.900000095,0.079999998,4.099999905,0.200000003,0.100000001,1.870000005,2.519999981,8.279999733,79.63999939,1.789999962,2.720000029
5445.0,2022-03-21,7.2766715,5.235675,0.779999971,2.109999895,2.400000095,7.539999962,4.300000191,0.219999999,3.0,0.0,0.200000003,0.779999971,2.109999895,10.73999977,21.21999931,1.110000014,2.349999905
5447.0,2022-03-21,7.2766785,5.235955,0.779999971,1.360000014,0.689999998,4.739999771,3.700000048,0.280000001,3.400000095,0.0,0.300000012,0.779999971,1.360000014,2.700000048,8.760000229,0.99000001,1.580000043
5449.0,2022-03-21,7.2766885,5.236248,0.389999986,1.039999962,2.130000114,2.019999981,3.599999905,0.140000001,3.700000048,0.0,0.100000001,0.519999981,0.689999998,1.460000038,18.17000008,0.649999976,0.75
5453.0,2022-03-21,7.2767055,5.2368485,1.460000038,2.089999914,1.350000024,8.520000458,3.5,0.090000004,2.799999952,0.0,0.100000001,1.460000038,2.089999914,8.239999771,16.28000069,1.769999981,2.039999962
5455.0,2022-03-21,7.2767105,5.2371085,0.779999971,2.160000086,4.260000229,5.599999905,6.099999905,0.25,3.0,0.0,0.200000003,0.779999971,2.160000086,3.680000067,8.890000343,1.019999981,1.659999967
5457.0,2022-03-21,7.2767125,5.2373275,0.860000014,1.909999967,1.649999976,62.09000015,6.699999809,0.02,2.0,0.400000006,0.0,0.75999999,1.909999967,5.840000153,86.06999969,2.49000001,2.480000019
5459.0,2022-03-21,7.276717056,5.237486444,0.779999971,1.100000024,1.039999962,99.34999847,5.599999905,0.25,2.5,0.300000012,0.300000012,0.779999971,1.100000024,1.419999957,101.4300003,0.670000017,0.850000024
5501.0,2022-03-21,7.276717278,5.237560222,0.779999971,1.090000033,1.360000014,73.04000092,9.199999809,0.629999995,2.0,0.200000003,0.600000024,0.779999971,1.090000033,14.48999977,78.40000153,0.970000029,0.75999999
5503.0,2022-03-21,7.2767175,5.237634,1.25,0.75999999,2.24000001,63.16999817,6.300000191,0.079999998,2.400000095,0.100000001,0.100000001,1.419999957,0.75999999,0.899999976,77.41999817,2.180000067,1.220000029
5505.0,2022-03-21,7.276717722,5.237707778,1.070000052,3.039999962,2.099999905,12.10999966,5.900000095,0.170000002,3.900000095,0.0,0.200000003,1.419999957,3.039999962,4.480000019,13.14000034,1.25999999,2.829999924
5507.0,2022-03-21,7.276717944,5.237781556,0.779999971,2.440000057,1.580000043,9.649999619,4.300000191,0.159999996,7.099999905,0.100000001,0.200000003,0.779999971,2.440000057,2.279999971,31.80999947,0.720000029,2.589999914
5509.0,2022-03-21,7.276719,5.237831,0.779999971,0.99000001,2.170000076,13.60999966,4.699999809,0.189999998,8.0,0.0,0.200000003,0.779999971,1.269999981,4.789999962,20.35000038,0.689999998,1.399999976
5511.0,2022-03-21,7.276721,5.237877,1.25,1.50999999,1.870000005,21.04000092,6.900000095,0.01,6.400000095,0.600000024,0.0,1.629999995,1.24000001,3.099999905,7.460000038,1.25,2.019999981
5513.0,2022-03-21,7.2767235,5.2379555,1.25,1.299999952,3.930000067,26.90999985,6.599999905,0.079999998,4.900000095,0.0,0.100000001,1.480000019,1.409999967,5.260000229,24.21999931,1.659999967,1.690000057
5515.0,2022-03-21,7.276726,5.238062,0.970000029,1.980000019,3.309999943,11.56000042,7.099999905,0.02,3.200000048,0.600000024,0.0,0.860000014,1.519999981,3.579999924,6.28000021,1.25,1.179999948
5517.0,2022-03-21,7.276729,5.238192,2.039999962,2.220000029,3.210000038,75.30000305,7.800000191,0.109999999,2.400000095,0.100000001,0.100000001,2.230000019,2.380000114,6.21999979,84.86000061,2.900000095,3.25999999
5519.0,2022-03-21,7.2767325,5.238342,2.029999971,2.799999952,3.799999952,52.16999817,6.699999809,0.01,2.900000095,0.0,0.0,1.970000029,2.710000038,3.859999895,51.43999863,2.369999886,2.680000067
5521.0,2022-03-21,7.276736,5.2384975,1.25,1.299999952,2.410000086,29.26000023,6.699999809,0.100000001,2.299999952,0.100000001,0.100000001,1.169999957,1.720000029,2.930000067,53.52999878,0.949999988,1.24000001
5523.0,2022-03-21,7.2767415,5.23864,0.899999976,1.230000019,7.5,95.47000122,5.099999905,0.280000001,2.200000048,0.400000006,0.300000012,0.519999981,1.419999957,1.470000029,96.36000061,0.939999998,1.070000052
5525.0,2022-03-21,7.2767425,5.238789,0.730000019,1.129999995,0.610000014,4.269999981,6.5,0.01,2.400000095,0.0,0.0,1.25,1.190000057,2.769999981,7.329999924,2.150000095,1.950000048
5527.0,2022-03-21,7.276741,5.2389425,2.00999999,2.480000019,6.170000076,48.45999908,5.900000095,0.02,3.799999952,0.200000003,0.0,1.919999957,2.279999971,10.07999992,42.88000107,2.039999962,2.519999981
5529.0,2022-03-21,7.27673675,5.239098375,1.139999986,2.150000095,3.650000095,9.510000229,5.599999905,0.219999999,2.799999952,0.0,0.200000003,1.25,1.679999948,12.72000027,20.07999992,1.669999957,1.74000001
5531.0,2022-03-21,7.27673575,5.239251875,0.779999971,1.679999948,1.960000038,8.840000153,3.900000095,0.409999996,4.900000095,0.0,0.400000006,0.779999971,2.220000029,2.529999971,19.67000008,0.670000017,3.039999962
5533.0,2022-03-21,7.2767345,5.23940075,0.389999986,1.039999962,2.170000076,2.589999914,4.699999809,0.319999993,3.0,0.0,0.300000012,0.519999981,1.25,1.879999995,27.40999985,0.99000001,0.980000019
5535.0,2022-03-21,7.2767325,5.2395385,0.779999971,1.039999962,1.960000038,2.690000057,4.0,0.730000019,3.0,0.0,0.699999988,0.779999971,1.039999962,1.399999976,5.21999979,0.649999976,1.5
5537.0,2022-03-21,7.2767285,5.239684,0.779999971,1.450000048,5.75,4.489999771,4.0,0.839999974,3.0,0.0,0.800000012,0.779999971,0.689999998,1.480000019,5.579999924,0.649999976,0.75
5539.0,2022-03-21,7.276724,5.239808,1.460000038,2.0,4.21999979,9.770000458,3.900000095,0.140000001,3.0,0.0,0.100000001,1.460000038,2.609999895,16.98999977,21.09000015,1.870000005,2.25999999
5541.0,2022-03-21,7.27672,5.2399325,0.779999971,2.109999895,3.319999933,8.359999657,3.900000095,0.07,3.200000048,0.0,0.100000001,0.779999971,2.430000067,18.79999924,19.13999939,0.680000007,2.299999952
5543.0,2022-03-21,7.276715,5.2400485,0.779999971,1.360000014,1.700000048,3.99000001,7.199999809,1.24000001,3.200000048,0.0,1.200000048,0.779999971,1.090000033,2.869999886,14.98999977,1.309999943,1.590000033
5545.0,2022-03-21,7.27671,5.2401285,0.779999971,1.320000052,3.019999981,3.579999924,6.699999809,1.600000024,3.0,0.0,1.600000024,0.779999971,1.320000052,42.31000137,7.829999924,0.649999976,0.75
5547.0,2022-03-21,7.276706,5.240206,0.389999986,1.039999962,13.28999996,3.75999999,3.799999952,0.140000001,3.0,0.0,0.100000001,0.519999981,0.689999998,5.789999962,15.38000011,0.980000019,1.149999976
5549.0,2022-03-21,7.2766995,5.2403045,1.460000038,2.369999886,6.429999828,6.980000019,6.300000191,0.289999992,3.0,0.0,0.300000012,1.460000038,2.289999962,62.38999939,15.10999966,1.190000057,2.029999971
5551.0,2022-03-21,7.2766935,5.240418,0.779999971,2.109999895,8.579999924,17.5,4.099999905,0.100000001,3.0,0.0,0.100000001,0.779999971,2.170000076,13.88000011,32.45999908,1.019999981,2.069999933
5553.0,2022-03-21,7.276689,5.24053,0.779999971,1.679999948,5.639999866,5.300000191,3.900000095,0.090000004,5.099999905,0.0,0.100000001,0.779999971,2.24000001,8.470000267,7.380000114,0.670000017,2.119999886
5555.0,2022-03-21,7.276684,5.2406,0.779999971,1.039999962,4.909999847,10.64999962,4.199999809,0.620000005,3.0,0.0,0.600000024,0.779999971,0.829999983,4.039999962,38.06000137,1.309999943,0.75
5557.0,2022-03-21,7.276681,5.2406475,0.779999971,1.039999962,4.929999828,2.450000048,3.299999952,0.829999983,3.0,0.0,0.800000012,0.779999971,1.039999962,4.179999828,5.170000076,0.639999986,1.5
5559.0,2022-03-21,7.27667775,5.240682,0.389999986,1.769999981,8.81000042,8.390000343,3.799999952,0.150000006,2.799999952,0.0,0.100000001,0.519999981,1.830000043,28.04000092,15.25,0.649999976,0.75
5601.0,2022-03-21,7.276676,5.2406995,1.460000038,1.679999948,5.130000114,7.03000021,3.799999952,0.100000001,2.799999952,0.0,0.100000001,1.460000038,1.679999948,11.61999989,13.39000034,1.25999999,3.039999962
5605.0,2022-03-21,7.276675,5.2407167,0.779999971,1.039999962,3.410000086,3.359999895,3.799999952,0.790000021,3.200000048,0.0,0.800000012,0.779999971,1.360000014,3.329999924,6.539999962,0.99000001,1.210000038
5609.0,2022-03-21,7.2766725,5.240763,0.779999971,1.039999962,12.23999977,3.329999924,4.0,0.560000002,3.0,0.0,0.600000024,0.779999971,1.389999986,4.889999866,15.97000027,0.649999976,1.120000005
5611.0,2022-03-21,7.2766705,5.2408105,1.059999943,2.089999914,4.75,6.110000134,4.300000191,0.209999993,3.0,0.0,0.200000003,1.059999943,2.359999895,64.59999847,14.35999966,1.789999962,1.840000033
5613.0,2022-03-21,7.2766675,5.240868,0.779999971,2.109999895,9.960000038,6.079999924,4.0,0.109999999,3.0,0.0,0.100000001,0.779999971,1.950000048,16.12000084,10.25,1.00999999,2.119999886
5615.0,2022-03-21,7.276664,5.240917,0.779999971,1.679999948,5.460000038,6.21999979,3.900000095,0.270000011,3.0,0.0,0.300000012,0.779999971,1.679999948,9.090000153,26.19000053,0.660000026,2.410000086
5617.0,2022-03-21,7.27666225,5.24095025,0.779999971,1.039999962,5.210000038,2.640000105,4.199999809,0.660000026,3.0,0.0,0.699999988,1.049999952,1.039999962,5.119999886,4.03000021,0.639999986,0.75
5619.0,2022-03-21,7.276659,5.2409815,0.779999971,1.039999962,10.43000031,2.660000086,5.0,0.170000002,3.0,0.0,0.200000003,0.779999971,1.389999986,7.179999828,5.170000076,0.959999979,1.120000005
5621.0,2022-03-21,7.276656,5.241021,1.070000052,2.289999962,2.099999905,4.289999962,4.5,0.180000007,3.0,0.0,0.200000003,1.059999943,0.980000019,48.45000076,19.86000061,0.649999976,0.75
5623.0,2022-03-21,7.2766515,5.241072,0.779999971,1.659999967,11.09000015,6.170000076,3.799999952,1.529999971,3.0,0.0,1.5,0.779999971,2.460000038,7.130000114,16.65999985,1.230000019,2.119999886
5625.0,2022-03-21,7.2766475,5.241144,0.779999971,2.220000029,5.730000019,5.329999924,4.800000191,0.119999997,3.0,0.0,0.100000001,0.779999971,2.170000076,22.67000008,25.70000076,0.699999988,3.440000057
5627.0,2022-03-21,7.276644,5.241235,0.779999971,1.320000052,7.849999905,5.130000114,4.0,0.889999986,3.0,0.0,0.899999976,1.049999952,1.320000052,6.079999924,6.389999866,0.970000029,1.210000038
5629.0,2022-03-21,7.27664,5.2413365,0.779999971,1.039999962,4.630000114,6.059999943,3.799999952,0.100000001,3.0,0.0,0.100000001,0.779999971,1.389999986,9.909999847,7.699999809,0.649999976,1.320000052
5633.0,2022-03-21,7.2766195,5.2415615,1.460000038,2.089999914,9.859999657,6.650000095,3.900000095,0.140000001,3.0,0.0,0.100000001,1.460000038,2.089999914,67.48000336,16.19000053,1.220000029,1.889999986
5635.0,2022-03-21,7.2766125,5.2416295,0.779999971,2.109999895,9.510000229,7.0,6.0,0.180000007,3.200000048,0.0,0.200000003,0.779999971,2.109999895,14.63000011,15.31000042,0.670000017,1.210000038
5637.0,2022-03-21,7.276609,5.2416675,0.779999971,1.679999948,13.98999977,4.28000021,4.099999905,0.360000014,3.599999905,0.0,0.400000006,0.779999971,1.679999948,8.609999657,7.659999847,0.99000001,3.049999952
5639.0,2022-03-21,7.27660725,5.24169975,0.779999971,1.039999962,5.739999771,6.75,3.700000048,0.129999995,5.599999905,0.0,0.100000001,0.779999971,1.039999962,11.06000042,35.02000046,0.639999986,1.350000024
5645.0,2022-03-21,7.2765975,5.2418125,1.460000038,2.930000067,8.670000076,5.440000057,4.0,0.159999996,3.0,0.0,0.200000003,1.940000057,2.089999914,56.83000183,8.430000305,1.220000029,1.889999986
5647.0,2022-03-21,7.2765915,5.241865,0.389999986,2.109999895,6.46999979,5.380000114,3.900000095,0.170000002,3.0,0.0,0.200000003,0.519999981,2.109999895,27.34000015,13.32999992,0.99000001,2.269999981
5649.0,2022-03-21,7.276586,5.2419175,0.779999971,1.360000014,9.569999695,3.99000001,3.799999952,0.610000014,3.0,0.0,0.600000024,0.779999971,1.75999999,9.399999619,5.099999905,0.670000017,1.590000033
5651.0,2022-03-21,7.276581,5.241959,0.779999971,1.039999962,8.260000229,3.99000001,3.799999952,0.330000013,3.0,0.0,0.300000012,0.779999971,0.689999998,6.199999809,5.119999886,0.639999986,1.5
5653.0,2022-03-21,7.2765775,5.241989,0.779999971,1.039999962,15.93000031,3.99000001,4.0,0.730000019,3.0,0.0,0.699999988,0.779999971,1.039999962,5.28000021,7.579999924,0.639999986,0.75
5655.0,2022-03-21,7.2765755,5.24201375,1.460000038,1.769999981,6.989999771,8.529999733,4.0,0.140000001,3.0,0.0,0.100000001,1.460000038,2.289999962,69.63999939,17.12999916,1.220000029,1.659999967
5657.0,2022-03-21,7.276571,5.2420435,0.779999971,2.430000067,10.35999966,6.289999962,6.5,0.150000006,3.0,0.0,0.200000003,0.779999971,1.950000048,17.56999969,11.09000015,0.99000001,2.410000086
5659.0,2022-03-21,7.2765665,5.2420785,0.779999971,1.679999948,11.28999996,7.079999924,3.900000095,0.300000012,3.0,0.0,0.300000012,0.779999971,1.549999952,38.25999832,13.34000015,0.649999976,2.119999886
5701.0,2022-03-21,7.2765625,5.2421115,0.779999971,1.039999962,4.119999886,2.720000029,3.799999952,0.699999988,2.599999905,0.0,0.699999988,0.779999971,1.039999962,5.699999809,7.460000038,0.970000029,0.75
5703.0,2022-03-21,7.2765575,5.2421465,0.389999986,1.320000052,3.529999971,4.239999771,4.0,0.560000002,3.0,0.0,0.600000024,0.519999981,1.320000052,5.139999866,5.670000076,0.649999976,1.149999976
5705.0,2022-03-21,7.2765535,5.2421825,0.779999971,1.450000048,21.79000092,3.170000076,3.700000048,0.920000017,3.0,0.0,0.899999976,0.779999971,1.570000052,60.15999985,5.130000114,0.639999986,1.120000005
5707.0,2022-03-21,7.2765495,5.242217,1.460000038,2.279999971,6.840000153,8.550000191,3.900000095,0.140000001,2.799999952,0.0,0.100000001,1.460000038,2.279999971,25.32999992,19.82999992,1.820000052,2.980000019
5709.0,2022-03-21,7.2765475,5.2422465,0.779999971,2.109999895,10.60000038,6.079999924,3.900000095,0.090000004,3.799999952,0.0,0.100000001,0.779999971,2.819999933,8.510000229,23.38999939,0.670000017,2.359999895
5711.0,2022-03-21,7.276544,5.2422765,0.779999971,1.360000014,5.519999981,6.039999962,4.900000095,1.029999971,3.400000095,0.0,1.0,0.779999971,1.120000005,8.649999619,13.5,0.970000029,1.210000038
5715.0,2022-03-21,7.276539,5.242355,0.389999986,1.039999962,11.34000015,3.359999895,4.099999905,0.129999995,3.0,0.0,0.100000001,0.519999981,1.039999962,5.239999771,3.460000038,1.279999971,1.120000005
5717.0,2022-03-21,7.276536,5.242429,1.460000038,2.089999914,5.599999905,7.389999866,3.900000095,0.119999997,3.0,0.0,0.100000001,1.460000038,2.359999895,74.98000336,14.68999958,1.149999976,2.099999905
